TenantId	AddressId	Country	PostalCode	Region	False	Valid 2 State Code	
1723C61E-BC57-4097-A040-E5E9DEE9A177	702225E0-1432-4CA5-8C14-A0A6D264D65C	IN	500033	Andhra Pradesh	True	FALSE	
D153F2E4-7992-4CDD-905A-7398C73E265F	D8987C38-A8BE-4BEB-944E-B376BDAFD2D7	IN	520008	Andhra Pradesh	True	FALSE	
B879A68F-DE38-4EDC-AC0F-9BA0622E3E6A	88456CF6-7FAE-444C-9ACC-9CA82B3610A7	IN	500081	Andhra Pradesh	True	FALSE	
95A6617E-0B15-4BA9-8D97-5276B9C63AB3	2DCF4827-A68A-434A-BA28-F5D6D34D24B1	IN	500081	Andhra Pradesh	True	FALSE	
D153F2E4-7992-4CDD-905A-7398C73E265F	A3B069F5-794B-4DE5-ADA5-CE272B3998B6	IN	520008	Andhra Pradesh	True	FALSE	
B879A68F-DE38-4EDC-AC0F-9BA0622E3E6A	886F1F0D-9EFB-4D05-9B48-E9192432999F	IN	500081	Andhra Pradesh	True	FALSE	
511A4372-27C1-4062-9AA1-9ED6F3448FCD	99E56F17-A12F-444D-AFBB-5BB918B9F454	IN	500033	andhra pradesh	True	FALSE	
7852ACFC-8249-4519-91BC-B5E76CA149FF	1918A39E-0897-49E2-A923-73A895333E6D	IN	522034	andhra pradesh	True	FALSE	
5FED7AB7-F33B-44F7-93B3-C719B17AF003	FCB8FF60-F574-40A8-A260-FFD287CE7D09	IN	500081	Andhra Pradesh	True	FALSE	
1723C61E-BC57-4097-A040-E5E9DEE9A177	746D1193-2B49-48F2-A59A-49B5137CB5EC	IN	500033	Andhra Pradesh	True	FALSE	
EC9C439C-5FC0-4127-BC8F-A64FA6D2D46A	E46D3EF2-7EE9-446D-9EDA-34EAF683408C	IN	500033	Andhra Pradesh	True	FALSE	
FAA807AF-8EDD-4B27-B8E1-A2F75F9059AA	26BD797C-FE55-4942-813F-3E3F856B2A40	IN	520008	ANDHRA PRADESH	True	FALSE	
158F25A2-8D54-48C2-8559-6B073CB28F32	0F5230A6-DC76-4F91-AE45-59311C58DD12	IN	500073	Andhra Pradesh	True	FALSE	
158F25A2-8D54-48C2-8559-6B073CB28F32	39F562DB-BDA0-43BE-8018-B79F329403EC	IN	500073	Andhra Pradesh	True	FALSE	
ECCA1AA8-7C45-410F-A23B-1441F6BCF4A3	287B5D98-84CC-449A-BE88-EDE22BF56C21	IN	500032	Andhra Pradesh	True	FALSE	
158F25A2-8D54-48C2-8559-6B073CB28F32	C3096E06-A93E-44A2-AC9B-908D75002501	IN	500073	Andhra Pradesh	True	FALSE	
8A2F058A-2BFC-4809-B87C-BE6E1B1F0FAD	E37AB2CE-85A5-4C8E-A66A-D69F30B944C5	IN	500081	Andhra Pradesh	True	FALSE	
6F567F0A-99A3-461B-A8A0-979C1B2F4EAC	EB319B76-689D-4D14-B642-E12FDD5C1651	IN	500073	Andhra Pradesh	True	FALSE	
8AB8E119-0C7A-4CCD-ACD7-847780416681	7EA6EBFE-BD91-4157-817E-96D8FE89FF45	IN	500038	ANDHRA PRADESH	True	FALSE	
8AB8E119-0C7A-4CCD-ACD7-847780416681	014D4C2D-8D79-4CFB-824D-004668A565E8	IN	500038	ANDHRA PRADESH	True	FALSE	
E321EA85-149F-45B2-85C9-D0AB9905795B	D4D036CE-7F1F-4794-BA97-19FE44CAF786	IN	533261	Andhra Pradesh	True	FALSE	
34AD170D-2CCC-4D07-85D5-FF9D0226505F	2BEF08BB-66A0-46E8-8CE5-109AA76A8874	IN	500033	Andhra Pradesh	True	FALSE	
1723C61E-BC57-4097-A040-E5E9DEE9A177	1C73C9BE-1314-4A10-89D1-C5CFBA73E34E	IN	500033	Andhra Pradesh	True	FALSE	
158F25A2-8D54-48C2-8559-6B073CB28F32	4ED7A46F-FE39-40C6-874A-DDC6DBD30699	IN	500073	Andhra Pradesh	True	FALSE	
EC9C439C-5FC0-4127-BC8F-A64FA6D2D46A	C35349EB-C3D0-438A-9F99-18A5947A0EEA	IN	500033	Andhra Pradesh	True	FALSE	
95A6617E-0B15-4BA9-8D97-5276B9C63AB3	FC28D307-8170-48AA-8EB9-24809432ED57	IN	500081	Andhra Pradesh	True	FALSE	
